,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,1,561.6212316282413
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1,1716.5122457292593
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1,1118.4194745058896
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,1,631.257631385963
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,1,3361.801611365741
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1,1735.6491834857004
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,0,4739.897088354824
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,0,9444.302100237283
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,1,3745.0137305936346
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1,1898.4206188578019
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,1,6750.584572329611
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,0,6786.514327861215
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,1,491.3873302215
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,1,3324.6936184870156
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,1,675.076204726265
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,1,3708.057171398542
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,0,5671.629351668496
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,1,551.2642019971906
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1,1183.2650402921106
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,1,3965.270026199721
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,1,2274.4764894389195
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,1,283.39239312117724
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,0,7385.631193795223
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,1,750.3533531135469
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,1,814.0566342180458
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,0,7352.1192586170055
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,1,792.2228860612714
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,1,7129.489607825199
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,1,5077.667107217505
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,0,13368.092634482624
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,1,2345.86932157875
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,1,873.5524636093469
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1,1598.6240005905936
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,1,616.4887177288643
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,1,6610.040777165913
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,1,3204.4636372738905
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,1,667.9130911565185
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,1,614.9845084508814
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,1,597.2802759648741
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,1,2993.245531031832
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,0,5057.488607881941
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1,961.6592292351238
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,0,11257.150097035841
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1,1942.2341387940123
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,1,742.4269108443399
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1,1674.6911800243365
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1,1069.0111087578834
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,1,4568.060662144551
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,1,3601.093125066422
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,0,5783.823594361513
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,1,2487.865839356981
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1,1863.8394617561812
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,0,10046.003268495488
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,1,3134.1856216103865
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1,1785.3324689761694
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,0,4426.782029035411
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,1,4053.38900585675
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1,2053.1396294784136
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,1,972.534708369426
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,1,3081.5695270960823
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1,2040.88018193005
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,0,12436.2911149916
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,0,15298.803859530508
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,0,8753.196714327458
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,1,2358.6341195852524
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,1,5432.099340095714
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1,1463.8926762556418
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,0,15379.82827098459
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,1,639.4369493257092
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1,1429.7160492924775
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,0,9192.700187794682
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,1,619.7904677401976
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1,1404.9531472517103
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,1,3624.9186326515273
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,1,434.1420408026964
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,1,2940.7947707482385
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,1,4396.8380803741475
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,1,6027.374778181884
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,1,6252.382456866101
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,0,6532.394676602964
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,0,6087.213082747847
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,1,5019.052199666264
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,1,543.8592710503234
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,0,16345.135764773217
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1,1108.025374349429
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,1,671.4139773600757
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,1,4686.264876480316
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1,2469.275265862335
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,1,648.2457135325777
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1,1714.6336705697024
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,1,2549.094828208324
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,1,2315.3724707189094
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,1,2186.666695382298
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,1,491.3873302215
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,1,4443.622423265026
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1,1053.649144115335
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1,1787.6946293508943
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,1,4855.388304299764
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1,1472.4331487139618
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,1,684.6308080919433
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,1,478.01820267408135
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,0,13834.836756917037
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1,1053.649144115335
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,1,3248.789626945288
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1,1035.7030577958446
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,1,3776.179435078423
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1,2280.7961644310917
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,0,6264.81917703263
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1,1454.0248733106741
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1,1500.5566963787853
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,1,3424.3200305836863
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,1,2770.7530272182644
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,1,2327.206112380677
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,1,580.8469525433984
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,1,750.3533531135469
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,1,713.7100953906845
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,0,4288.853171034793
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,0,8446.058326822866
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,0,11454.396727854528
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1,1663.0704461705761
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,1,640.1971372962661
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,0,9758.764613082736
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1,973.1708274122375
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,1,633.9487587621087
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,1,5641.015498127891
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,1,973.3587031220743
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1,1117.6897292683818
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,1,3420.7286859229034
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,0,10793.433068505223
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,1,6412.600342998365
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,1,969.8728830376185
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,1,2331.3251636940654
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,0,9371.328551877888
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,0,4988.6262421326455
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,0,12369.861850314224
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,1,4134.403162337105
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,0,4674.905437083485
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,1,3945.6654180719315
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,1,768.1420377018392
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,1,959.3453985878888
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,1,4555.048627606283
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,1,919.1374508918595
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,1,5146.245127608986
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,1,3524.3442195734297
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1,2266.869723123107
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,0,11194.008154116491
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,0,5169.709087297436
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,0,12288.702641603692
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,1,5232.866715592642
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,1,4001.1298744252003
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,1,884.8294366631729
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,0,15182.970478287265
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1,1617.9475821166884
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,0,4656.144663400669
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,0,6065.146640052822
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1,2170.7219404007114
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1,1245.5976523921033
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,1,3047.9158082366716
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,1,1961.6412142139397
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1,902.9375350560746
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,1,3868.2920184006753
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,1,3456.1015461196143
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1,1885.1246123034953
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,1,4747.207285091315
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1,1231.9890462969133
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,1,450.2175633298804
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,0,4247.436835164837
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1,974.5626232419252
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,1,722.3724141451968
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,1,3887.411532804928
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,1,7320.771765379232
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,0,8056.939921775807
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,1,3869.299134346749
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1,961.3140055888987
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1,1750.443168494127
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,1,2954.8693320692523
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,1,2547.0915257409174
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,1,4986.241701537433
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,0,10919.220905807788
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,1,634.1974841541481
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1,1468.424243978424
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,1,712.758235556817
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,0,8288.746357458776
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,1,2274.4764894389195
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,1,3186.4548818360827
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,1,2345.86932157875
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,1,572.4845829384046
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,1,2761.8800785247163
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,0,4513.7527699206685
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1,1259.5831242885777
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,0,13463.279732097042
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,1,5726.12971205037
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,0,5765.087208178756
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,1,423.9578786794518
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,1,784.0137572391094
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,1,2502.4568337221053
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,1,3456.4192980220073
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,1,812.1261677449463
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,0,15252.950584830474
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,1,5737.159834481601
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,1,627.8179226353371
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1,1076.4951991142048
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1,1730.2624691881153
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,0,16195.730179780678
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,1,589.3217451251584
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,0,13541.949602395853
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,1,414.7960418386584
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1,1503.4193310635608
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1,1769.072246437037
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,0,6341.364079176066
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1,825.6885745666475
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,1,5335.332887739403
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,0,9314.77801875676
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,1,814.9922057392873
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1,1067.333305456701
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,1,3672.8918130015486
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,1,577.567916678332
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,0,12539.764569468229
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,0,5187.679429626957
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1,1079.4979544216103
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,1,4704.826870135119
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1,1656.7446479215819
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,1,4343.398553589836
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,1,657.2278545947104
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,1,5858.956210474754
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1,943.170482526624
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,1,3984.678405332909
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,1,580.846944213648
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1,3558.4525273072672
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,1,6390.709210750457
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1,3663.26155498157
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1,971.7676406006146
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1,1183.2650402921106
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,0,7208.789528100348
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,1,5126.228038969693
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,1,4868.709766404142
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1,1334.8603225979168
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,0,13168.919946544958
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,0,8923.382649461026
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,0,10247.099316411457
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,1,4698.025626300031
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1,2085.1639027799865
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,0,4112.602196459453
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,1,634.7623156072484
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,1,3164.1378438872534
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1,817.8294264002335
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1,1836.6294950133097
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,1,2558.0611688079834
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,1,5571.852012292076
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,1,3601.093125066422
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,0,14578.604916735343
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,1,765.7307172666593
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1,973.4946819589858
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,1,881.1429079363509
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,1,458.24504434138106
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,0,12293.627214403927
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,1,514.0799170157092
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1,457.0518872268778
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,1,2094.746577901446
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1,902.4682758589342
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1,1317.9987394060488
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1,1837.6099861072687
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,1,2449.039542135124
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1,886.5930150862379
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,0,11605.852673276866
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,1,2190.097200655772
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,0,7693.700761152926
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1,1281.1870233494037
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1,929.7047436129683
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,1,6003.966897039792
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1,1692.131144251262
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1,1750.0999733609792
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,0,14389.011130188848
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,0,7109.124905423696
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,1,745.8539850063482
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1,962.2401382381786
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,1,4246.0387367739195
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,0,6034.744614252896
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,1,2982.27026787432
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1,1172.19350846364
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1,1768.714484465896
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1,1028.1356468086326
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1,1091.5597311483843
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,1,540.098725047583
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,0,25801.601585832497
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,0,11742.147551349974
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,0,10150.449216673203
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,1,2551.432250054506
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,1,4114.849939295855
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1,1613.9464006587864
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,1,422.31121591569433
